"Measure","Country","Segment","Product","Year","target"
"Shipments","Germany","Consumer (excl BYOD)","Basic/Feature Phone","2016",1231676.34368743
"Shipments","Germany","Consumer (excl BYOD)","Basic/Feature Phone","2017",537651.64697006
"Shipments","Germany","Consumer (excl BYOD)","Basic/Feature Phone","2018",175482.887131424
"Shipments","Germany","Consumer (excl BYOD)","Convertible Mobile PC","2010",15503.9892964566
"Shipments","Germany","Consumer (excl BYOD)","Convertible Mobile PC","2011",26642.6541881097
"Shipments","Germany","Consumer (excl BYOD)","Convertible Mobile PC","2012",22500.3350878033
"Shipments","Germany","Consumer (excl BYOD)","Convertible Mobile PC","2013",387493.541404179
"Shipments","Germany","Consumer (excl BYOD)","Convertible Mobile PC","2014",629642.555507718
"Shipments","Germany","Consumer (excl BYOD)","Convertible Mobile PC","2015",688981.900057437
"Shipments","Germany","Consumer (excl BYOD)","Convertible Mobile PC","2016",791757.039458331
"Shipments","Germany","Consumer (excl BYOD)","Convertible Mobile PC","2017",490539.849676107
"Shipments","Germany","Consumer (excl BYOD)","Convertible Mobile PC","2018",886212.585994996
"Shipments","Germany","Consumer (excl BYOD)","NPC (Mobile PC)","2010",5015534.49289652
"Shipments","Germany","Consumer (excl BYOD)","NPC (Mobile PC)","2011",4375027.24007065
"Shipments","Germany","Consumer (excl BYOD)","NPC (Mobile PC)","2012",4163868.43557735
"Shipments","Germany","Consumer (excl BYOD)","NPC (Mobile PC)","2013",2320356.08324754
"Shipments","Germany","Consumer (excl BYOD)","NPC (Mobile PC)","2014",2319399.66749693
"Shipments","Germany","Consumer (excl BYOD)","NPC (Mobile PC)","2015",2616127.79342206
"Shipments","Germany","Consumer (excl BYOD)","NPC (Mobile PC)","2016",1889528.06097334
"Shipments","Germany","Consumer (excl BYOD)","NPC (Mobile PC)","2017",2146229.79773664
"Shipments","Germany","Consumer (excl BYOD)","NPC (Mobile PC)","2018",1731361.65325333
"Shipments","Germany","Consumer (excl BYOD)","Smartphone","2010",8449902.97811993
"Shipments","Germany","Consumer (excl BYOD)","Smartphone","2011",11886409.7682571
"Shipments","Germany","Consumer (excl BYOD)","Smartphone","2012",15983844.4849487
"Shipments","Germany","Consumer (excl BYOD)","Smartphone","2013",10423065.7572243
"Shipments","Germany","Consumer (excl BYOD)","Smartphone","2014",19748129.2894811
"Shipments","Germany","Consumer (excl BYOD)","Smartphone","2015",23470251.5199914
"Shipments","Germany","Consumer (excl BYOD)","Smartphone","2016",13033763.6423979
"Shipments","Germany","Consumer (excl BYOD)","Smartphone","2017",21138167.5230765
"Shipments","Germany","Consumer (excl BYOD)","Smartphone","2018",22760904.8858025
"Shipments","Germany","Consumer (excl BYOD)","Tablet","2010",793638.049336839
"Shipments","Germany","Consumer (excl BYOD)","Tablet","2011",1787393.53944396
"Shipments","Germany","Consumer (excl BYOD)","Tablet","2012",2912188.78667723
"Shipments","Germany","Consumer (excl BYOD)","Tablet","2013",6568105.7401184
"Shipments","Germany","Consumer (excl BYOD)","Tablet","2014",5747400.89443536
"Shipments","Germany","Consumer (excl BYOD)","Tablet","2015",10697521.1229542
"Shipments","Germany","Consumer (excl BYOD)","Tablet","2016",10855116.8910266
"Shipments","Germany","Consumer (excl BYOD)","Tablet","2017",4948951.24069715
"Shipments","Germany","Consumer (excl BYOD)","Tablet","2018",13638273.9002662
"Shipments","Germany","Corporate Liable","Basic/Feature Phone","2010",6018792.13333218
"Shipments","Germany","Corporate Liable","Basic/Feature Phone","2011",4160653.77459976
"Shipments","Germany","Corporate Liable","Basic/Feature Phone","2012",3370232.1110616
"Shipments","Germany","Corporate Liable","Basic/Feature Phone","2013",2102273.04008088
"Shipments","Germany","Corporate Liable","Basic/Feature Phone","2014",1771296.67453208
"Shipments","Germany","Corporate Liable","Basic/Feature Phone","2015",1060639.23018457
"Shipments","Germany","Corporate Liable","Basic/Feature Phone","2016",763254.244313026
"Shipments","Germany","Corporate Liable","Basic/Feature Phone","2017",465994.448880904
"Shipments","Germany","Corporate Liable","Basic/Feature Phone","2018",165291.910053176
"Shipments","Germany","Corporate Liable","Convertible Mobile PC","2010",45079.5775777697
"Shipments","Germany","Corporate Liable","Convertible Mobile PC","2011",65235.9961489636
"Shipments","Germany","Corporate Liable","Convertible Mobile PC","2012",67792.0401518288
"Shipments","Germany","Corporate Liable","Convertible Mobile PC","2013",299568.339323605
"Shipments","Germany","Corporate Liable","Convertible Mobile PC","2014",531800.341210845
"Shipments","Germany","Corporate Liable","Convertible Mobile PC","2015",654241.324242961
"Shipments","Germany","Corporate Liable","Convertible Mobile PC","2016",825661.528222454
"Shipments","Germany","Corporate Liable","Convertible Mobile PC","2017",1100850.87901315
"Shipments","Germany","Corporate Liable","Convertible Mobile PC","2018",1147258.96661132
"Shipments","Germany","Corporate Liable","NPC (Mobile PC)","2010",2810753.60758474
"Shipments","Germany","Corporate Liable","NPC (Mobile PC)","2011",3393828.27803088
"Shipments","Germany","Corporate Liable","NPC (Mobile PC)","2012",2609887.18972562
"Shipments","Germany","Corporate Liable","NPC (Mobile PC)","2013",2178295.60506022
"Shipments","Germany","Corporate Liable","NPC (Mobile PC)","2014",1701265.27829101
"Shipments","Germany","Corporate Liable","NPC (Mobile PC)","2015",1657211.68167404
"Shipments","Germany","Corporate Liable","NPC (Mobile PC)","2016",1561901.77539799
"Shipments","Germany","Corporate Liable","NPC (Mobile PC)","2017",1428372.66751346
"Shipments","Germany","Corporate Liable","NPC (Mobile PC)","2018",1469372.2287311
"Shipments","Germany","Corporate Liable","Smartphone","2010",2291234.04089428
"Shipments","Germany","Corporate Liable","Smartphone","2011",2792857.30150971
"Shipments","Germany","Corporate Liable","Smartphone","2012",2823477.97628334
"Shipments","Germany","Corporate Liable","Smartphone","2013",4421753.26391338
"Shipments","Germany","Corporate Liable","Smartphone","2014",5400759.90671492
"Shipments","Germany","Corporate Liable","Smartphone","2015",6083697.53614909
"Shipments","Germany","Corporate Liable","Smartphone","2016",5760586.46702041
"Shipments","Germany","Corporate Liable","Smartphone","2017",6636043.0594358
"Shipments","Germany","Corporate Liable","Smartphone","2018",6479795.58531674
"Shipments","Germany","Corporate Liable","Tablet","2010",53208.2167901107
"Shipments","Germany","Corporate Liable","Tablet","2011",183417.606544165
"Shipments","Germany","Corporate Liable","Tablet","2012",474369.660545032
"Shipments","Germany","Corporate Liable","Tablet","2013",902556.215037988
"Shipments","Germany","Corporate Liable","Tablet","2014",1626427.66634346
"Shipments","Germany","Corporate Liable","Tablet","2015",2435176.12375354
"Shipments","Germany","Corporate Liable","Tablet","2016",3353542.56299544
"Shipments","Germany","Corporate Liable","Tablet","2017",4226557.14255595
"Shipments","Germany","Corporate Liable","Tablet","2018",4821092.9499948
"Shipments","Greece","BYOD","Convertible Mobile PC","2010",2.92660566871349
"Shipments","Greece","BYOD","Convertible Mobile PC","2011",4.69407241343968
"Shipments","Greece","BYOD","Convertible Mobile PC","2012",2.93655641226564
"Shipments","Greece","BYOD","Convertible Mobile PC","2013",264.833328894485
"Shipments","Greece","BYOD","Convertible Mobile PC","2014",527.807647669952
"Shipments","Greece","BYOD","Convertible Mobile PC","2015",729.251828396879
"Shipments","Greece","BYOD","Convertible Mobile PC","2016",825.394694745003
"Shipments","Greece","BYOD","Convertible Mobile PC","2017",1141.46609411929
"Shipments","Greece","BYOD","Convertible Mobile PC","2018",1451.30144704536
"Shipments","Greece","BYOD","NPC (Mobile PC)","2010",2879.79022623833
"Shipments","Greece","BYOD","NPC (Mobile PC)","2011",2249.91388964672
"Shipments","Greece","BYOD","NPC (Mobile PC)","2012",2159.90911759404
"Shipments","Greece","BYOD","NPC (Mobile PC)","2013",2786.24244522514
"Shipments","Greece","BYOD","NPC (Mobile PC)","2014",2430.93829666597
"Shipments","Greece","BYOD","NPC (Mobile PC)","2015",2626.78679508027
"Shipments","Greece","BYOD","NPC (Mobile PC)","2016",2768.94141051041
"Shipments","Greece","BYOD","NPC (Mobile PC)","2017",2988.34591564434
"Shipments","Greece","BYOD","NPC (Mobile PC)","2018",3084.38326028172
"Shipments","Greece","BYOD","Smartphone","2010",166826.664523847
"Shipments","Greece","BYOD","Smartphone","2011",216341.806122449
"Shipments","Greece","BYOD","Smartphone","2012",259372.414282549
"Shipments","Greece","BYOD","Smartphone","2013",237339.785672604
"Shipments","Greece","BYOD","Smartphone","2014",277445.175504557
"Shipments","Greece","BYOD","Smartphone","2015",314966.537531181
"Shipments","Greece","BYOD","Smartphone","2016",359704.14744835
"Shipments","Greece","BYOD","Smartphone","2017",413220.162239532
"Shipments","Greece","BYOD","Smartphone","2018",441422.296801677
"Shipments","Greece","BYOD","Tablet","2010",10871.7346422476
"Shipments","Greece","BYOD","Tablet","2011",34973.8549618089
"Shipments","Greece","BYOD","Tablet","2012",48233.7777066971
"Shipments","Greece","BYOD","Tablet","2013",73636.8019607719
"Shipments","Greece","BYOD","Tablet","2014",95223.863810607
"Shipments","Greece","BYOD","Tablet","2015",115988.897886965
"Shipments","Greece","BYOD","Tablet","2016",137132.398355721
"Shipments","Greece","BYOD","Tablet","2017",167879.644291393
"Shipments","Greece","BYOD","Tablet","2018",171376.660118152
"Shipments","Greece","Consumer (excl BYOD)","Basic/Feature Phone","2010",2531170.24987403
"Shipments","Greece","Consumer (excl BYOD)","Basic/Feature Phone","2011",1783717.32448886
"Shipments","Greece","Consumer (excl BYOD)","Basic/Feature Phone","2012",1146106.6709807
"Shipments","Greece","Consumer (excl BYOD)","Basic/Feature Phone","2013",1570987.88103714
"Shipments","Greece","Consumer (excl BYOD)","Basic/Feature Phone","2014",633775.977964343
"Shipments","Greece","Consumer (excl BYOD)","Basic/Feature Phone","2015",763343.378435527
"Shipments","Greece","Consumer (excl BYOD)","Basic/Feature Phone","2016",518834.503669588
"Shipments","Greece","Consumer (excl BYOD)","Basic/Feature Phone","2017",216016.929429901
"Shipments","Greece","Consumer (excl BYOD)","Basic/Feature Phone","2018",100186.902374253
"Shipments","Greece","Consumer (excl BYOD)","Convertible Mobile PC","2010",1598.81714316105
"Shipments","Greece","Consumer (excl BYOD)","Convertible Mobile PC","2011",1742.52448265809
"Shipments","Greece","Consumer (excl BYOD)","Convertible Mobile PC","2012",1051.01612449682
"Shipments","Greece","Consumer (excl BYOD)","Convertible Mobile PC","2013",31495.4916913653
"Shipments","Greece","Consumer (excl BYOD)","Convertible Mobile PC","2014",30669.4093781936
"Shipments","Greece","Consumer (excl BYOD)","Convertible Mobile PC","2015",41702.55094959
"Shipments","Greece","Consumer (excl BYOD)","Convertible Mobile PC","2016",43216.5333802369
"Shipments","Greece","Consumer (excl BYOD)","Convertible Mobile PC","2017",37634.1824179123
"Shipments","Greece","Consumer (excl BYOD)","Convertible Mobile PC","2018",56258.577995154
"Shipments","Greece","Consumer (excl BYOD)","NPC (Mobile PC)","2010",434013.041485173
"Shipments","Greece","Consumer (excl BYOD)","NPC (Mobile PC)","2011",318576.971533166
"Shipments","Greece","Consumer (excl BYOD)","NPC (Mobile PC)","2012",217655.495183497
"Shipments","Greece","Consumer (excl BYOD)","NPC (Mobile PC)","2013",186286.729540844
"Shipments","Greece","Consumer (excl BYOD)","NPC (Mobile PC)","2014",192177.0466024
"Shipments","Greece","Consumer (excl BYOD)","NPC (Mobile PC)","2015",241576.057281191
"Shipments","Greece","Consumer (excl BYOD)","NPC (Mobile PC)","2016",213984.769898775
"Shipments","Greece","Consumer (excl BYOD)","NPC (Mobile PC)","2017",223954.752819818
"Shipments","Greece","Consumer (excl BYOD)","NPC (Mobile PC)","2018",144034.552592475
"Shipments","Greece","Consumer (excl BYOD)","Smartphone","2010",902290.758310335
"Shipments","Greece","Consumer (excl BYOD)","Smartphone","2011",1772494.30013629
"Shipments","Greece","Consumer (excl BYOD)","Smartphone","2012",1292951.62936851
"Shipments","Greece","Consumer (excl BYOD)","Smartphone","2013",1501710.36708024
"Shipments","Greece","Consumer (excl BYOD)","Smartphone","2014",1494718.05952757
"Shipments","Greece","Consumer (excl BYOD)","Smartphone","2015",2095536.29576933
"Shipments","Greece","Consumer (excl BYOD)","Smartphone","2016",1875543.94380229
"Shipments","Greece","Consumer (excl BYOD)","Smartphone","2017",2402746.97434344
"Shipments","Greece","Consumer (excl BYOD)","Smartphone","2018",3541955.20213443
"Shipments","Greece","Consumer (excl BYOD)","Tablet","2010",25973.0184035467
"Shipments","Greece","Consumer (excl BYOD)","Tablet","2011",70389.4138439455
"Shipments","Greece","Consumer (excl BYOD)","Tablet","2012",130863.976774242
"Shipments","Greece","Consumer (excl BYOD)","Tablet","2013",293235.557211401
"Shipments","Greece","Consumer (excl BYOD)","Tablet","2014",350634.505763136
"Shipments","Greece","Consumer (excl BYOD)","Tablet","2015",681490.936918394
"Shipments","Greece","Consumer (excl BYOD)","Tablet","2016",513452.22209097
"Shipments","Greece","Consumer (excl BYOD)","Tablet","2017",896706.161982392
"Shipments","Greece","Consumer (excl BYOD)","Tablet","2018",659952.576653027
"Shipments","Greece","Corporate Liable","Basic/Feature Phone","2010",958000.098341928
"Shipments","Greece","Corporate Liable","Basic/Feature Phone","2011",863522.66750582
"Shipments","Greece","Corporate Liable","Basic/Feature Phone","2012",580069.770965257
"Shipments","Greece","Corporate Liable","Basic/Feature Phone","2013",436056.248394461
"Shipments","Greece","Corporate Liable","Basic/Feature Phone","2014",445221.736942236
"Shipments","Greece","Corporate Liable","Basic/Feature Phone","2015",338930.562774336
"Shipments","Greece","Corporate Liable","Basic/Feature Phone","2016",292910.015206013
"Shipments","Greece","Corporate Liable","Basic/Feature Phone","2017",249701.011960605
"Shipments","Greece","Corporate Liable","Basic/Feature Phone","2018",160687.890061745
"Shipments","Greece","Corporate Liable","Convertible Mobile PC","2010",1611.94698858012
"Shipments","Greece","Corporate Liable","Convertible Mobile PC","2011",750.973378827776
"Shipments","Greece","Corporate Liable","Convertible Mobile PC","2012",471.327192060434
"Shipments","Greece","Corporate Liable","Convertible Mobile PC","2013",5542.73391776945
"Shipments","Greece","Corporate Liable","Convertible Mobile PC","2014",6381.78224838676
"Shipments","Greece","Corporate Liable","Convertible Mobile PC","2015",6591.10767686831
"Shipments","Greece","Corporate Liable","Convertible Mobile PC","2016",7483.29746724979
"Shipments","Greece","Corporate Liable","Convertible Mobile PC","2017",6975.95194948532
"Shipments","Greece","Corporate Liable","Convertible Mobile PC","2018",7113.83337537587
"Shipments","Greece","Corporate Liable","NPC (Mobile PC)","2010",186801.4023825
"Shipments","Greece","Corporate Liable","NPC (Mobile PC)","2011",127171.447410888
"Shipments","Greece","Corporate Liable","NPC (Mobile PC)","2012",134576.812950214
"Shipments","Greece","Corporate Liable","NPC (Mobile PC)","2013",113296.738499701
"Shipments","Greece","Corporate Liable","NPC (Mobile PC)","2014",113753.934474332
"Shipments","Greece","Corporate Liable","NPC (Mobile PC)","2015",115015.640201292
"Shipments","Greece","Corporate Liable","NPC (Mobile PC)","2016",109202.009380153
"Shipments","Greece","Corporate Liable","NPC (Mobile PC)","2017",108992.036650618
"Shipments","Greece","Corporate Liable","NPC (Mobile PC)","2018",98884.7596003796
"Shipments","Greece","Corporate Liable","Smartphone","2010",300923.030585448
"Shipments","Greece","Corporate Liable","Smartphone","2011",298070.254213316
"Shipments","Greece","Corporate Liable","Smartphone","2012",284976.297799789
"Shipments","Greece","Corporate Liable","Smartphone","2013",350023.56682444
"Shipments","Greece","Corporate Liable","Smartphone","2014",394211.644499909
"Shipments","Greece","Corporate Liable","Smartphone","2015",457630.241092637
"Shipments","Greece","Corporate Liable","Smartphone","2016",480552.230114478
"Shipments","Greece","Corporate Liable","Smartphone","2017",534302.480647033
"Shipments","Greece","Corporate Liable","Smartphone","2018",545711.651578305
"Shipments","Greece","Corporate Liable","Tablet","2010",3246.18780859213
"Shipments","Greece","Corporate Liable","Tablet","2011",11649.6101906979
"Shipments","Greece","Corporate Liable","Tablet","2012",23884.457871891
"Shipments","Greece","Corporate Liable","Tablet","2013",45532.6262459289
"Shipments","Greece","Corporate Liable","Tablet","2014",77027.8200189599
"Shipments","Greece","Corporate Liable","Tablet","2015",118536.17470957
"Shipments","Greece","Corporate Liable","Tablet","2016",160850.955756284
"Shipments","Greece","Corporate Liable","Tablet","2017",200136.43809093
"Shipments","Greece","Corporate Liable","Tablet","2018",231961.304155714
"Shipments","Hong Kong","BYOD","Convertible Mobile PC","2010",145.919941890706
"Shipments","Hong Kong","BYOD","Convertible Mobile PC","2011",105.454264402527
"Shipments","Hong Kong","BYOD","Convertible Mobile PC","2012",274.034351936421
"Shipments","Hong Kong","BYOD","Convertible Mobile PC","2013",4740.31186220241
"Shipments","Hong Kong","BYOD","Convertible Mobile PC","2014",6353.56763636614
"Shipments","Hong Kong","BYOD","Convertible Mobile PC","2015",7675.68805010578
"Shipments","Hong Kong","BYOD","Convertible Mobile PC","2016",10102.0704823141
"Shipments","Hong Kong","BYOD","Convertible Mobile PC","2017",11345.2728662726
"Shipments","Hong Kong","BYOD","Convertible Mobile PC","2018",13357.6009975847
"Shipments","Hong Kong","BYOD","NPC (Mobile PC)","2010",9593.69001112728
"Shipments","Hong Kong","BYOD","NPC (Mobile PC)","2011",10943.1649995365
"Shipments","Hong Kong","BYOD","NPC (Mobile PC)","2012",13175.9232236922
"Shipments","Hong Kong","BYOD","NPC (Mobile PC)","2013",12747.9912102147
"Shipments","Hong Kong","BYOD","NPC (Mobile PC)","2014",12937.5612762193
"Shipments","Hong Kong","BYOD","NPC (Mobile PC)","2015",16412.5216569283
"Shipments","Hong Kong","BYOD","NPC (Mobile PC)","2016",18200.4708547156
"Shipments","Hong Kong","BYOD","NPC (Mobile PC)","2017",20391.0853571838
"Shipments","Hong Kong","BYOD","NPC (Mobile PC)","2018",18945.7610838365
"Shipments","Hong Kong","BYOD","Smartphone","2010",358485.45713721
"Shipments","Hong Kong","BYOD","Smartphone","2011",521225.0540902
"Shipments","Hong Kong","BYOD","Smartphone","2012",878845.270316183
"Shipments","Hong Kong","BYOD","Smartphone","2013",951030.574352708
"Shipments","Hong Kong","BYOD","Smartphone","2014",1098692.02902307
"Shipments","Hong Kong","BYOD","Smartphone","2015",1098177.66251005
"Shipments","Hong Kong","BYOD","Smartphone","2016",1161368.02970384
"Shipments","Hong Kong","BYOD","Smartphone","2017",1166608.92456693
"Shipments","Hong Kong","BYOD","Smartphone","2018",1218762.74404306
"Shipments","Hong Kong","BYOD","Tablet","2010",24484.0604105934
"Shipments","Hong Kong","BYOD","Tablet","2011",122230.006397253
"Shipments","Hong Kong","BYOD","Tablet","2012",261547.160625134
"Shipments","Hong Kong","BYOD","Tablet","2013",322765.018200395
"Shipments","Hong Kong","BYOD","Tablet","2014",426625.076662156
"Shipments","Hong Kong","BYOD","Tablet","2015",517433.484746106
"Shipments","Hong Kong","BYOD","Tablet","2016",646361.35535509
"Shipments","Hong Kong","BYOD","Tablet","2017",728276.065863963
"Shipments","Hong Kong","BYOD","Tablet","2018",845909.088772177
"Shipments","Hong Kong","Consumer (excl BYOD)","Basic/Feature Phone","2010",3150395.95169933
"Shipments","Hong Kong","Consumer (excl BYOD)","Basic/Feature Phone","2011",1802414.88822791
"Shipments","Hong Kong","Consumer (excl BYOD)","Basic/Feature Phone","2012",1818979.69810289
"Shipments","Hong Kong","Consumer (excl BYOD)","Basic/Feature Phone","2013",1698421.12068962
"Shipments","Hong Kong","Consumer (excl BYOD)","Basic/Feature Phone","2014",942373.501320053
"Shipments","Hong Kong","Consumer (excl BYOD)","Basic/Feature Phone","2015",727029.018996529
"Shipments","Hong Kong","Consumer (excl BYOD)","Basic/Feature Phone","2016",428903.952410078
"Shipments","Hong Kong","Consumer (excl BYOD)","Basic/Feature Phone","2017",243330.492770463
"Shipments","Hong Kong","Consumer (excl BYOD)","Basic/Feature Phone","2018",70053.5468805211
"Shipments","Hong Kong","Consumer (excl BYOD)","Convertible Mobile PC","2010",3491.4213892775
"Shipments","Hong Kong","Consumer (excl BYOD)","Convertible Mobile PC","2011",4255.57995273045
"Shipments","Hong Kong","Consumer (excl BYOD)","Convertible Mobile PC","2012",21488.4013048618
"Shipments","Hong Kong","Consumer (excl BYOD)","Convertible Mobile PC","2013",114574.730916459
"Shipments","Hong Kong","Consumer (excl BYOD)","Convertible Mobile PC","2014",109271.037267392
"Shipments","Hong Kong","Consumer (excl BYOD)","Convertible Mobile PC","2015",123728.773443329
"Shipments","Hong Kong","Consumer (excl BYOD)","Convertible Mobile PC","2016",120025.120516041
"Shipments","Hong Kong","Consumer (excl BYOD)","Convertible Mobile PC","2017",168673.891967008
"Shipments","Hong Kong","Consumer (excl BYOD)","Convertible Mobile PC","2018",163686.339233942
"Shipments","Hong Kong","Consumer (excl BYOD)","NPC (Mobile PC)","2010",668750.716246839
"Shipments","Hong Kong","Consumer (excl BYOD)","NPC (Mobile PC)","2011",903696.370615873
"Shipments","Hong Kong","Consumer (excl BYOD)","NPC (Mobile PC)","2012",919983.169483949
"Shipments","Hong Kong","Consumer (excl BYOD)","NPC (Mobile PC)","2013",745963.892697215
"Shipments","Hong Kong","Consumer (excl BYOD)","NPC (Mobile PC)","2014",745984.297543697
"Shipments","Hong Kong","Consumer (excl BYOD)","NPC (Mobile PC)","2015",1018954.88345382
"Shipments","Hong Kong","Consumer (excl BYOD)","NPC (Mobile PC)","2016",752769.836199169
"Shipments","Hong Kong","Consumer (excl BYOD)","NPC (Mobile PC)","2017",906799.045992668
"Shipments","Hong Kong","Consumer (excl BYOD)","NPC (Mobile PC)","2018",937713.45167268
"Shipments","Hong Kong","Consumer (excl BYOD)","Smartphone","2010",2016044.5555889
"Shipments","Hong Kong","Consumer (excl BYOD)","Smartphone","2011",3688995.74666346
"Shipments","Hong Kong","Consumer (excl BYOD)","Smartphone","2012",3996423.60266327
"Shipments","Hong Kong","Consumer (excl BYOD)","Smartphone","2013",4977352.80197857
"Shipments","Hong Kong","Consumer (excl BYOD)","Smartphone","2014",6068709.02146575
"Shipments","Hong Kong","Consumer (excl BYOD)","Smartphone","2015",5761466.83909923
"Shipments","Hong Kong","Consumer (excl BYOD)","Smartphone","2016",6510355.8156701
"Shipments","Hong Kong","Consumer (excl BYOD)","Smartphone","2017",6081812.60963668
"Shipments","Hong Kong","Consumer (excl BYOD)","Smartphone","2018",6715404.12901672
"Shipments","Hong Kong","Consumer (excl BYOD)","Tablet","2010",154616.524834311
"Shipments","Hong Kong","Consumer (excl BYOD)","Tablet","2011",373401.38634693
"Shipments","Hong Kong","Consumer (excl BYOD)","Tablet","2012",1504782.95821801
"Shipments","Hong Kong","Consumer (excl BYOD)","Tablet","2013",1721310.7319078
"Shipments","Hong Kong","Consumer (excl BYOD)","Tablet","2014",2045928.85476161
"Shipments","Hong Kong","Consumer (excl BYOD)","Tablet","2015",2310521.113814
"Shipments","Hong Kong","Consumer (excl BYOD)","Tablet","2016",3901320.64280911
"Shipments","Hong Kong","Consumer (excl BYOD)","Tablet","2017",3099073.52627053
"Shipments","Hong Kong","Consumer (excl BYOD)","Tablet","2018",3179254.31528773
"Shipments","Hong Kong","Corporate Liable","Basic/Feature Phone","2010",393581.689872282
"Shipments","Hong Kong","Corporate Liable","Basic/Feature Phone","2011",279374.519271687
"Shipments","Hong Kong","Corporate Liable","Basic/Feature Phone","2012",250399.34323153
"Shipments","Hong Kong","Corporate Liable","Basic/Feature Phone","2013",194643.086758318
"Shipments","Hong Kong","Corporate Liable","Basic/Feature Phone","2014",136855.855882931
"Shipments","Hong Kong","Corporate Liable","Basic/Feature Phone","2015",101332.589365089
"Shipments","Hong Kong","Corporate Liable","Basic/Feature Phone","2016",82056.6416255847
"Shipments","Hong Kong","Corporate Liable","Basic/Feature Phone","2017",67621.2877050659
"Shipments","Hong Kong","Corporate Liable","Basic/Feature Phone","2018",51924.3248405796
"Shipments","Hong Kong","Corporate Liable","Convertible Mobile PC","2010",1926.364638639
"Shipments","Hong Kong","Corporate Liable","Convertible Mobile PC","2011",4199.27911676287
"Shipments","Hong Kong","Corporate Liable","Convertible Mobile PC","2012",12288.4485895654
"Shipments","Hong Kong","Corporate Liable","Convertible Mobile PC","2013",36510.7427751937
"Shipments","Hong Kong","Corporate Liable","Convertible Mobile PC","2014",42098.5470905064
"Shipments","Hong Kong","Corporate Liable","Convertible Mobile PC","2015",46257.5670861704
"Shipments","Hong Kong","Corporate Liable","Convertible Mobile PC","2016",47804.453854188
"Shipments","Hong Kong","Corporate Liable","Convertible Mobile PC","2017",46309.1379635084
"Shipments","Hong Kong","Corporate Liable","Convertible Mobile PC","2018",50856.6428235804
"Shipments","Hong Kong","Corporate Liable","NPC (Mobile PC)","2010",273914.131584283
"Shipments","Hong Kong","Corporate Liable","NPC (Mobile PC)","2011",329060.687298071
"Shipments","Hong Kong","Corporate Liable","NPC (Mobile PC)","2012",347244.610259658
"Shipments","Hong Kong","Corporate Liable","NPC (Mobile PC)","2013",331727.196006931
"Shipments","Hong Kong","Corporate Liable","NPC (Mobile PC)","2014",360056.145103628
"Shipments","Hong Kong","Corporate Liable","NPC (Mobile PC)","2015",411174.817365089
"Shipments","Hong Kong","Corporate Liable","NPC (Mobile PC)","2016",408894.792909188
"Shipments","Hong Kong","Corporate Liable","NPC (Mobile PC)","2017",400828.55760331
"Shipments","Hong Kong","Corporate Liable","NPC (Mobile PC)","2018",429273.211840101
"Shipments","Hong Kong","Corporate Liable","Smartphone","2010",336807.223777731
"Shipments","Hong Kong","Corporate Liable","Smartphone","2011",475679.770701654
"Shipments","Hong Kong","Corporate Liable","Smartphone","2012",596923.2636977
"Shipments","Hong Kong","Corporate Liable","Smartphone","2013",692758.254285898
"Shipments","Hong Kong","Corporate Liable","Smartphone","2014",823959.268738951
"Shipments","Hong Kong","Corporate Liable","Smartphone","2015",756148.286900218
"Shipments","Hong Kong","Corporate Liable","Smartphone","2016",940876.711343972
"Shipments","Hong Kong","Corporate Liable","Smartphone","2017",898541.801349991
"Shipments","Hong Kong","Corporate Liable","Smartphone","2018",969091.938326098
"Shipments","Hong Kong","Corporate Liable","Tablet","2010",3433.10713732454
"Shipments","Hong Kong","Corporate Liable","Tablet","2011",19737.8809013423
"Shipments","Hong Kong","Corporate Liable","Tablet","2012",74065.3868346142
"Shipments","Hong Kong","Corporate Liable","Tablet","2013",136846.39684472
"Shipments","Hong Kong","Corporate Liable","Tablet","2014",220141.424756098
"Shipments","Hong Kong","Corporate Liable","Tablet","2015",360091.01477599
"Shipments","Hong Kong","Corporate Liable","Tablet","2016",465251.018221581
"Shipments","Hong Kong","Corporate Liable","Tablet","2017",586370.072251192
"Shipments","Hong Kong","Corporate Liable","Tablet","2018",691872.688769886
"Shipments","Hungary","BYOD","Convertible Mobile PC","2010",0.513590897596638
"Shipments","Hungary","BYOD","Convertible Mobile PC","2011",2.85087089054088
"Shipments","Hungary","BYOD","Convertible Mobile PC","2012",3.17569288809296
"Shipments","Hungary","BYOD","Convertible Mobile PC","2013",408.436528718926
"Shipments","Hungary","BYOD","Convertible Mobile PC","2014",824.857598631117
"Shipments","Hungary","BYOD","Convertible Mobile PC","2015",994.657872397871
"Shipments","Hungary","BYOD","Convertible Mobile PC","2016",1426.57701762334
"Shipments","Hungary","BYOD","Convertible Mobile PC","2017",1804.09761510227
"Shipments","Hungary","BYOD","Convertible Mobile PC","2018",1911.25530680874
"Shipments","Hungary","BYOD","NPC (Mobile PC)","2010",3040.5044721382
"Shipments","Hungary","BYOD","NPC (Mobile PC)","2011",3264.46291957423
"Shipments","Hungary","BYOD","NPC (Mobile PC)","2012",3283.47365672501
"Shipments","Hungary","BYOD","NPC (Mobile PC)","2013",4420.57518486059
"Shipments","Hungary","BYOD","NPC (Mobile PC)","2014",3645.26700543001
"Shipments","Hungary","BYOD","NPC (Mobile PC)","2015",3799.39342269914
"Shipments","Hungary","BYOD","NPC (Mobile PC)","2016",3421.48228280584
